laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
177,Toshiba,Satellite Pro,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,2.0,489.0
543,Dell,Inspiron 5570,Notebook,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.2,797.41
988,Asus,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.73,2049.9
383,Dell,Inspiron 3552,Notebook,15.6,HD,Other,4,HDD,Integrated,Windows 10,1.8,309.0
1233,Acer,Other,Netbook,11.6,HD,Other,2,SSD,Integrated,Chrome OS,1.3,174.0
390,Asus,Other,Ultrabook,13.3,Full HD,i7,16,SSD,Integrated,Windows 10,1.1,1748.9
1108,Dell,Other,Ultrabook,13.3,Full HD,i5,4,SSD,Dedicated,Windows 10,1.4,818.35
310,Lenovo,Other,Notebook,15.6,HD,Pentium,4,HDD,Integrated,No OS,2.2,359.99
623,Dell,Vostro 3568,Notebook,15.6,Full HD,i5,4,SSD,Dedicated,Linux,2.18,569.0
489,HP,Other,Notebook,13.3,Full HD,i5,4,SSD,Integrated,Windows 10,1.49,726.0
1169,HP,Other,Notebook,15.6,HD,Other,4,HDD,Dedicated,Windows 10,1.86,297.0
1028,HP,Other,Notebook,13.3,HD,i3,4,HDD,Integrated,Windows 10,1.49,800.0
236,HP,Other,Notebook,15.6,HD,Other,4,HDD,Dedicated,Windows 10,2.1,330.0
607,HP,EliteBook 850,Notebook,15.6,Full HD,i7,8,SSD,Integrated,Windows 10,1.84,1219.0
961,Lenovo,Other,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,No OS,2.2,685.0
238,Dell,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.6,859.0
1036,HP,Other,Notebook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.11,1149.0
805,Asus,Other,Notebook,14.0,HD,Other,4,Other,Integrated,Windows 10,1.63,299.0
436,Mediacom,Other,2 in 1 Convertible,11.6,Full HD,Other,4,SSD,Integrated,Windows 10,1.16,299.0
217,HP,Other,Notebook,15.6,Full HD,i3,4,HDD,Integrated,No OS,2.1,349.0
1073,MSI,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.94,1819.0
66,HP,250 G6,Notebook,15.6,Full HD,i5,8,SSD,Integrated,Windows 10,1.86,690.0
12,HP,250 G6,Notebook,15.6,Full HD,i3,4,HDD,Integrated,No OS,1.86,344.99
1167,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Other,i7,8,SSD,Integrated,Windows 10,1.27,2339.0
1138,Dell,Other,Notebook,15.6,HD,i5,4,HDD,Integrated,Linux,2.09,523.63
1120,Dell,Other,Ultrabook,12.5,HD,i5,8,SSD,Integrated,Windows 7,1.5,1413.1
160,Asus,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.1,1315.0
21,Asus,Other,Netbook,11.6,HD,Other,2,Other,Integrated,Windows 10,0.98,191.9
435,HP,Other,Gaming,17.3,Full HD,i7,12,Hybrid,Dedicated,Windows 10,3.35,1999.0
812,Dell,XPS 15,Notebook,15.6,4K,i5,8,SSD,Dedicated,Windows 10,2.06,1749.0
829,Lenovo,Other,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,2.1,489.9
809,HP,Other,Workstation,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,3.14,2064.9
100,Asus,Other,Notebook,15.6,Full HD,i3,6,SSD,Dedicated,Windows 10,2.0,577.0
1196,MSI,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,1.91,2153.37
630,Fujitsu,Other,Notebook,15.6,HD,i5,8,SSD,Integrated,Windows 10,2.2,799.0
107,Microsoft,Other,Ultrabook,13.5,Other,i5,8,SSD,Integrated,Windows 10 S,1.252,1340.0
575,Lenovo,Other,Notebook,15.6,Full HD,Pentium,4,HDD,Integrated,Windows 10,2.2,344.0
516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,No OS,2.4,1149.0
252,Asus,Other,Gaming,17.3,Full HD,i7,16,SSD,Dedicated,Windows 10,3.6,2999.0
367,Asus,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,2.0,945.0
1236,Lenovo,Other,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.6,1272.0
1314,HP,Other,Netbook,11.6,HD,Other,2,Other,Integrated,Windows 10,1.17,209.0
1270,Lenovo,Other,Notebook,15.6,Full HD,i3,6,SSD,Dedicated,Windows 10,2.4,569.0
16,Apple,MacBook Pro,Ultrabook,13.3,Other,i5,8,SSD,Integrated,macOS,1.37,1518.55
1114,Asus,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,4.3,2299.0
993,Asus,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.99,1749.0
768,Acer,Aspire 3,Notebook,15.6,HD,i5,4,SSD,Integrated,Windows 10,2.1,599.0
835,Asus,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.1,1358.0
831,Lenovo,Other,Ultrabook,14.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.13,2499.0
673,Toshiba,Satellite Pro,Notebook,15.6,HD,i3,4,SSD,Integrated,Windows 10,2.1,498.0
47,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,HD,i3,4,SSD,Integrated,No OS,2.2,369.0
88,HP,Other,Ultrabook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,1.83,699.0
96,Asus,Other,Ultrabook,14.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.25,1049.0
788,Asus,Other,Notebook,15.6,Full HD,Pentium,8,SSD,Integrated,Windows 10,2.0,581.9
240,Dell,Inspiron 5567,Notebook,15.6,Full HD,i7,16,SSD,Dedicated,Linux,2.36,899.0
967,Asus,Other,2 in 1 Convertible,12.5,Full HD,Other,8,Other,Integrated,Chrome OS,1.2,1159.0
1151,HP,Other,Workstation,17.3,Full HD,i7,8,SSD,Dedicated,Windows 7,3.0,3949.4
458,Dell,Other,Workstation,15.6,Full HD,i7,16,SSD,Dedicated,Windows 10,2.17,1975.0
112,Lenovo,Other,Notebook,14.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.58,1480.0
1170,Lenovo,Other,Notebook,15.6,Full HD,i5,8,HDD,Dedicated,No OS,2.32,599.0
754,Samsung,Other,Ultrabook,13.3,Full HD,i7,16,SSD,Integrated,Windows 10,0.81,1649.0
15,Apple,"MacBook 12""",Ultrabook,12.0,Other,Other,8,SSD,Integrated,macOS,0.92,1262.4
30,HP,ProBook 470,Notebook,17.3,Full HD,i5,8,HDD,Dedicated,Windows 10,2.5,896.0
340,Asus,Other,Gaming,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.5,999.0
199,HP,ProBook 470,Notebook,17.3,Full HD,i5,8,HDD,Dedicated,Windows 10,2.5,914.0
614,Lenovo,Other,Notebook,15.6,Full HD,i5,6,HDD,Integrated,Windows 10,2.4,564.0
251,HP,Other,Notebook,15.6,HD,i5,8,HDD,Integrated,Windows 10,2.04,559.0
533,Lenovo,Other,Notebook,15.6,Full HD,i7,4,HDD,Dedicated,Windows 10,2.2,799.0
276,Asus,Other,Gaming,17.3,Full HD,Other,16,Hybrid,Dedicated,Windows 10,3.2,1549.0
852,HP,ProBook 470,Notebook,17.3,Other,i5,8,HDD,Dedicated,Windows 10,2.63,910.0
671,HP,Other,Notebook,15.6,Full HD,i3,6,HDD,Dedicated,Windows 10,2.04,539.0
1006,Lenovo,Other,Notebook,15.6,HD,Other,4,SSD,Integrated,No OS,1.9,270.62
1090,Lenovo,Other,Notebook,17.3,Other,i5,8,HDD,Dedicated,Windows 10,3.0,659.0
711,Lenovo,Other,Notebook,15.6,Full HD,i5,4,HDD,Integrated,Windows 10,2.1,621.45
201,HP,Other,Notebook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.49,959.0
271,Asus,Other,2 in 1 Convertible,13.3,Full HD,i7,8,SSD,Integrated,Windows 10,1.1,1499.0
297,HP,Other,Notebook,17.3,Other,i3,8,HDD,Integrated,Windows 10,2.54,489.0
139,Lenovo,Other,Notebook,15.6,HD,Other,4,HDD,Integrated,No OS,1.9,252.36
182,Lenovo,Other,Notebook,15.6,Full HD,i5,8,Hybrid,Dedicated,Windows 10,1.9,813.0
695,Dell,Inspiron 3567,Notebook,15.6,HD,i3,4,HDD,Dedicated,Windows 10,2.2,545.67
451,HP,Other,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.2,1099.0
975,Lenovo,Other,Ultrabook,12.5,Full HD,i5,8,SSD,Integrated,Windows 10,1.36,1760.0
84,HP,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.63,860.0
277,Dell,Inspiron 3576,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Linux,2.14,735.07
1055,Vero,Other,Notebook,14.0,HD,Other,2,Other,Integrated,Windows 10,1.45,210.8
1144,HP,Other,Gaming,17.3,Full HD,i5,8,Hybrid,Dedicated,Windows 10,3.35,1129.0
513,Asus,Other,Notebook,15.6,Full HD,i7,8,Hybrid,Integrated,Windows 10,2.0,1224.0
307,Lenovo,Other,Notebook,17.3,Other,i5,6,HDD,Dedicated,Windows 10,2.8,649.0
945,HP,EliteBook 820,Ultrabook,12.5,Full HD,i5,4,HDD,Integrated,Windows 10,1.26,1579.0
562,Asus,Other,Notebook,15.6,HD,Other,4,HDD,Integrated,Linux,2.0,224.0
374,Dell,Inspiron 5567,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.33,899.0
158,HP,Other,Notebook,15.6,Full HD,i5,6,SSD,Dedicated,Windows 10,1.91,619.0
960,Dell,Other,Ultrabook,12.5,Full HD,i5,8,SSD,Integrated,Windows 10,1.36,1472.2
730,Lenovo,Other,Ultrabook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.32,1499.0
802,Lenovo,Other,2 in 1 Convertible,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.08,959.0
250,Dell,Inspiron 5570,Notebook,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.2,985.0
71,Asus,Other,Gaming,17.3,Full HD,i7,12,HDD,Dedicated,Linux,3.0,949.0
663,Toshiba,Other,Notebook,15.6,Full HD,i5,8,HDD,Integrated,Windows 10,2.0,1064.0
483,Dell,Other,Workstation,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,1.78,2408.0
135,Acer,Other,Ultrabook,14.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.6,884.0
1250,Dell,Inspiron 3567,Notebook,15.6,HD,i3,8,HDD,Integrated,Windows 10,2.3,469.01
977,Toshiba,Other,Ultrabook,12.5,Full HD,i7,8,SSD,Integrated,Windows 10,1.1,1790.0
1127,Lenovo,Other,Notebook,15.6,HD,i3,4,SSD,Integrated,Windows 10,2.1,429.0
773,Dell,Other,Notebook,13.3,HD,i3,4,HDD,Integrated,Windows 10,1.65,849.0
1288,Lenovo,Other,2 in 1 Convertible,14.0,Full HD,i7,4,SSD,Integrated,Windows 10,1.8,638.0
58,Asus,Other,Notebook,15.6,HD,i5,4,SSD,Integrated,Windows 10,2.0,586.19
530,HP,Other,Notebook,15.6,HD,i3,4,SSD,Integrated,Windows 10,1.63,689.0
680,Lenovo,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.3,1034.0
981,HP,ProBook 450,Notebook,15.6,Full HD,i3,4,HDD,Integrated,Windows 10,2.04,685.0
1179,MSI,Other,Gaming,14.0,Full HD,i7,16,Hybrid,Dedicated,Windows 10,1.7,1769.0
978,HP,ProBook 450,Notebook,15.6,HD,i5,8,HDD,Dedicated,Windows 10,2.04,846.5
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD,i3,4,HDD,Integrated,Windows 10,2.2,409.0
887,Asus,Other,Notebook,15.6,HD,Pentium,4,HDD,Integrated,Linux,2.0,398.99
380,Dell,Other,2 in 1 Convertible,13.3,Full HD,i7,8,SSD,Integrated,Windows 10,1.62,869.01
1085,Dell,Other,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,2.06,481.98
1294,Dell,Inspiron 3567,Notebook,15.6,HD,i3,6,HDD,Integrated,Windows 10,2.3,459.0
421,Asus,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.27,928.0
505,Lenovo,Other,Notebook,13.3,Full HD,i3,8,SSD,Integrated,Windows 10,1.4,949.0
262,HP,Other,Notebook,17.3,Full HD,i7,16,HDD,Dedicated,Windows 10,2.9,1059.0
1150,Lenovo,Other,Notebook,15.6,Full HD,i7,16,Other,Dedicated,Windows 10,2.5,1099.0
746,MSI,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,1.8,2094.48
190,Dell,XPS 15,Notebook,15.6,4K,i7,16,SSD,Dedicated,Windows 10,2.06,2397.0
296,Asus,Other,Gaming,17.3,Full HD,i7,8,HDD,Dedicated,Windows 10,3.0,1187.0
95,Dell,Inspiron 7577,Gaming,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.65,1195.0
140,Asus,Other,Gaming,17.3,Full HD,i5,8,Hybrid,Dedicated,Windows 10,3.0,938.0
1301,Asus,Other,Notebook,15.6,HD,i7,4,HDD,Dedicated,Windows 10,2.2,720.32
708,Dell,Other,Gaming,15.6,Full HD,i5,8,HDD,Dedicated,Windows 10,2.56,819.0
674,Dell,Other,Notebook,15.6,Full HD,i5,8,HDD,Integrated,Windows 10,2.06,955.0
1183,Dell,Inspiron 7567,Gaming,15.6,4K,i7,8,Hybrid,Dedicated,Windows 10,2.62,1498.0
647,Dell,XPS 15,Notebook,15.6,4K,i7,16,SSD,Dedicated,Windows 10,2.06,2399.0
466,HP,Other,Notebook,17.3,Other,i3,8,SSD,Integrated,Windows 10,2.5,639.9
1208,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD,i5,8,HDD,Dedicated,Windows 10,2.4,819.0
469,Asus,Other,Notebook,15.6,Full HD,i5,8,HDD,Integrated,Windows 10,2.37,749.0
1275,Dell,Vostro 3568,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,2.29,490.0
147,HP,Other,Notebook,15.6,HD,Other,4,SSD,Dedicated,Windows 10,1.86,369.0
1210,HP,250 G6,Notebook,15.6,HD,i5,4,HDD,Integrated,Windows 10,1.86,485.0
67,Asus,Other,Ultrabook,15.6,Full HD,i7,16,SSD,Dedicated,Windows 10,1.8,1983.0
856,HP,Other,2 in 1 Convertible,11.6,HD,Other,4,Other,Integrated,Chrome OS,1.4,615.0
722,Dell,Other,Notebook,15.6,Full HD,i5,16,SSD,Integrated,Windows 10,1.93,1426.66
1160,HP,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.48,1629.0
747,Acer,Other,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,2.4,410.8
544,HP,250 G6,Notebook,15.6,Full HD,Pentium,4,SSD,Integrated,Windows 10,1.86,398.99
1029,Toshiba,Other,Notebook,13.3,HD,i5,8,SSD,Integrated,Windows 10,1.5,1210.0
849,Asus,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.73,1799.0
281,Dell,Other,Notebook,17.3,Full HD,i7,8,Hybrid,Dedicated,Linux,2.8,1099.0
510,Lenovo,Other,Notebook,14.0,HD,Other,4,HDD,Integrated,Windows 10,2.1,299.0
1019,HP,EliteBook 840,Notebook,14.0,HD,i5,4,SSD,Integrated,Windows 10,1.48,1099.99
336,MSI,Other,Gaming,17.3,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.7,1199.0
1300,HP,Other,Netbook,11.6,HD,Other,2,Other,Integrated,Windows 10,1.17,209.0
1280,Dell,Inspiron 3567,Notebook,15.6,HD,i3,6,HDD,Integrated,Windows 10,2.3,459.0
992,HP,Other,Notebook,15.6,HD,i7,6,HDD,Integrated,Windows 10,2.04,579.0
144,Lenovo,Other,Notebook,14.0,Full HD,i5,8,SSD,Dedicated,Windows 10,1.75,1116.02
727,HP,ProBook 470,Notebook,17.3,Full HD,i7,8,SSD,Dedicated,Windows 10,2.63,1200.0
433,Dell,Inspiron 5570,Notebook,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.02,1142.4
1110,Acer,Other,Notebook,15.6,Full HD,i5,8,Hybrid,Dedicated,Windows 10,2.4,799.0
470,Lenovo,Other,Notebook,14.0,Full HD,i7,8,SSD,Dedicated,No OS,1.5,799.0
1065,HP,Other,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,Windows 10,1.91,979.0
1255,Dell,Other,Notebook,15.6,HD,i5,4,HDD,Integrated,Windows 7,2.24,737.0
1281,Acer,Other,Notebook,15.6,HD,Other,4,HDD,Integrated,Linux,2.4,289.0
492,Lenovo,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.75,1049.0
459,HP,Other,Workstation,15.6,Full HD,i7,8,SSD,Integrated,Windows 10,2.31,1534.0
292,Asus,Other,Ultrabook,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,1.7,977.0
1268,Dell,Inspiron 3552,Notebook,15.6,HD,Pentium,4,HDD,Integrated,Linux,2.2,324.0
1259,Asus,Other,Ultrabook,13.3,Full HD,i7,8,SSD,Integrated,Windows 10,1.45,1280.0
444,Google,Other,Ultrabook,12.3,Other,i7,16,SSD,Integrated,Chrome OS,1.1,2199.0
346,Dell,Inspiron 3552,Notebook,15.6,HD,Other,4,HDD,Integrated,Linux,2.2,274.9
531,Dell,Other,Notebook,17.3,Full HD,i5,8,Hybrid,Dedicated,Linux,2.8,889.0
81,HP,ProBook 470,Notebook,17.3,Full HD,i5,8,Hybrid,Dedicated,Windows 10,2.5,977.0
497,Lenovo,Other,Notebook,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.3,1011.99
1223,Dell,Inspiron 5567,Notebook,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.36,889.0
1149,Acer,Other,Notebook,15.6,Full HD,i5,4,HDD,Dedicated,Windows 10,2.23,616.0
1039,HP,Other,Ultrabook,12.5,HD,i5,4,SSD,Integrated,Windows 10,1.26,1559.0
1102,Lenovo,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 7,1.7,1199.0
97,Acer,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.5,847.0
821,Samsung,Other,Ultrabook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,0.81,1499.0
664,Dell,Inspiron 5570,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.2,919.0
151,MSI,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.9,2029.0
211,Dell,XPS 13,Ultrabook,13.3,4K,i7,8,SSD,Integrated,Windows 10,1.21,1949.0
1045,Acer,Aspire 3,Notebook,15.6,HD,Other,6,HDD,Dedicated,Windows 10,2.1,409.0
713,Dell,Vostro 5568,Notebook,15.6,Full HD,i5,8,SSD,Integrated,Windows 10,2.18,795.0
4,Apple,MacBook Pro,Ultrabook,15.4,Other,i7,16,SSD,Dedicated,macOS,1.83,2537.45
1119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD,i7,16,SSD,Dedicated,Windows 10,2.4,1199.0
299,Lenovo,Other,Notebook,15.6,Full HD,i5,8,SSD,Integrated,Windows 10,2.05,739.0
183,HP,Other,2 in 1 Convertible,13.3,4K,i5,8,SSD,Integrated,Windows 10,1.29,1499.0
693,Dell,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,3.49,2813.75
818,Lenovo,Other,Notebook,15.6,Full HD,i5,4,HDD,Dedicated,Windows 10,2.4,609.0
1277,MSI,Other,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.4,1229.0
699,Lenovo,Other,Notebook,14.0,Full HD,i5,4,SSD,Integrated,Windows 10,1.7,699.0
171,Dell,Other,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.56,1060.49
556,Lenovo,Other,Notebook,15.6,Full HD,i7,8,SSD,Integrated,Windows 10,1.99,1729.0
205,Lenovo,Other,Notebook,15.6,HD,i5,4,SSD,Integrated,Windows 10,2.1,493.0
1058,HP,EliteBook 840,Notebook,14.0,Full HD,i5,4,HDD,Integrated,Windows 10,1.54,1000.0
316,Dell,XPS 13,Ultrabook,13.3,4K,i7,16,SSD,Integrated,Windows 10,1.21,2499.0
288,Lenovo,Other,Notebook,15.6,Full HD,i5,6,SSD,Integrated,Windows 10,2.2,579.0
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.5,1048.0
1317,Lenovo,Other,2 in 1 Convertible,13.3,Other,i7,16,SSD,Integrated,Windows 10,1.3,1499.0
1244,Dell,XPS 13,Ultrabook,13.3,Other,i7,8,SSD,Integrated,Windows 10,1.29,1477.0
92,Asus,Other,Gaming,15.6,Full HD,Other,8,HDD,Dedicated,Windows 10,2.45,699.0
150,Asus,Other,Notebook,15.6,Full HD,Other,4,HDD,Integrated,Windows 10,2.0,344.0
980,Dell,Other,Notebook,15.6,HD,i5,4,HDD,Integrated,Windows 10,1.9,825.0
1107,Asus,Other,Gaming,17.3,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.7,1599.0
551,Asus,Other,Notebook,15.6,HD,Other,4,HDD,Dedicated,Windows 10,2.0,349.0
976,Acer,Other,Notebook,15.6,Full HD,i5,12,Hybrid,Dedicated,Windows 10,2.4,1009.0
1305,HP,Other,Notebook,15.6,HD,i7,6,HDD,Dedicated,Windows 10,2.19,764.0
1265,Asus,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.34,2325.0
326,Lenovo,Other,Notebook,17.3,Other,i5,4,HDD,Dedicated,Windows 10,2.79,589.0
391,Lenovo,Other,Ultrabook,14.0,Other,i7,8,SSD,Integrated,Windows 10,1.13,2282.0
774,Acer,Other,Notebook,13.3,HD,i5,4,SSD,Integrated,Windows 10,1.6,655.0
464,Microsoft,Other,Ultrabook,13.5,Other,Other,4,SSD,Integrated,Windows 10 S,1.252,989.0
891,HP,Other,2 in 1 Convertible,13.3,Full HD,i5,4,SSD,Integrated,Windows 10,1.28,1700.0
944,Lenovo,Other,Notebook,15.6,HD,Pentium,4,HDD,Integrated,Windows 10,2.2,309.0
602,Lenovo,Other,Notebook,15.6,HD,i3,8,HDD,Integrated,Windows 10,2.29,459.0
1180,HP,Other,Gaming,15.6,Full HD,i7,8,HDD,Dedicated,Windows 10,2.62,899.0
1311,Lenovo,Other,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,Windows 10,2.6,899.0
185,Dell,XPS 13,Ultrabook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.23,1399.0
275,Apple,MacBook Pro,Ultrabook,13.3,Other,i5,8,SSD,Integrated,macOS,1.37,1958.9
519,Dell,Vostro 5568,Notebook,15.6,Full HD,i5,8,HDD,Integrated,Windows 10,2.18,836.0
645,Lenovo,Other,Notebook,14.0,HD,Other,2,Other,Integrated,Windows 10,1.42,249.0
1017,HP,Probook 440,Notebook,14.0,HD,i5,4,HDD,Integrated,Windows 10,1.64,779.0
1080,Dell,XPS 13,Ultrabook,13.3,Full HD,i7,8,SSD,Integrated,Windows 10,1.29,1458.0
1218,Dell,Inspiron 5567,Notebook,15.6,HD,i3,4,SSD,Dedicated,Windows 10,2.3,499.0
811,Dell,XPS 13,Ultrabook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.29,1499.0
488,Dell,Vostro 3568,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,2.18,586.6
128,HP,250 G6,Notebook,15.6,HD,Other,4,HDD,Integrated,No OS,1.86,259.0
738,Acer,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,4.2,1935.0
658,Asus,Other,Gaming,17.3,Full HD,i7,32,SSD,Dedicated,Windows 10,3.8,2799.0
888,Xiaomi,Other,Ultrabook,13.3,Full HD,i5,8,SSD,Dedicated,Windows 10,1.28,935.0
181,MSI,Other,Gaming,18.4,Full HD,i7,32,Hybrid,Dedicated,Windows 10,4.4,2799.0
295,Acer,Other,Notebook,15.6,HD,Other,2,SSD,Integrated,Chrome OS,2.19,199.0
85,Lenovo,Other,Notebook,15.6,Full HD,Other,4,SSD,Dedicated,Windows 10,2.2,399.0
1182,HP,Other,Notebook,15.6,HD,i5,4,HDD,Integrated,No OS,2.1,476.99
248,Dell,Other,Gaming,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.56,879.0
253,HP,Other,Notebook,13.3,Full HD,i5,4,HDD,Integrated,Windows 10,1.49,675.0
791,Toshiba,Other,Ultrabook,14.0,Full HD,i7,16,SSD,Dedicated,Windows 10,1.47,1764.0
311,HP,Other,2 in 1 Convertible,13.3,Full HD,i7,16,SSD,Integrated,Windows 10,1.28,1975.0
1308,Dell,Inspiron 3567,Notebook,15.6,HD,i3,6,HDD,Integrated,Windows 10,2.3,459.0
718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.5,1249.0
230,Acer,Other,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.2,832.0
572,Dell,XPS 13,Ultrabook,13.3,4K,i5,8,SSD,Integrated,Windows 10,1.21,1599.0
1014,Acer,Other,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.7,1260.0
308,Lenovo,Other,Notebook,15.6,HD,i5,8,HDD,Dedicated,No OS,2.2,549.0
59,MSI,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.43,2449.0
903,Samsung,Other,Ultrabook,15.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.17,1699.0
491,Lenovo,Other,Notebook,15.6,HD,i3,4,SSD,Integrated,Windows 10,2.3,565.0
679,Lenovo,Other,Notebook,15.6,Full HD,i5,8,Hybrid,Dedicated,Windows 10,1.9,817.95
634,Lenovo,Other,Notebook,15.6,Full HD,i5,4,SSD,Integrated,No OS,2.2,468.0
1171,Dell,Inspiron 7567,Gaming,15.6,Full HD,i7,8,HDD,Dedicated,Windows 10,2.62,1199.0
355,Dell,Inspiron 5570,Ultrabook,15.6,Full HD,i5,8,HDD,Dedicated,Windows 10,1.9,663.0
553,Lenovo,Other,Notebook,14.0,Full HD,i5,4,HDD,Integrated,Windows 10,1.87,785.0
256,Asus,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,4.3,1799.0
1022,HP,Other,Notebook,14.0,Full HD,i5,8,SSD,Dedicated,Windows 10,1.64,1049.26
175,HP,Other,Notebook,17.3,Full HD,i5,6,HDD,Dedicated,Windows 10,2.71,699.0
702,Toshiba,Satellite Pro,Notebook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.5,973.0
941,HP,Other,Notebook,15.6,Full HD,i5,8,SSD,Integrated,Windows 10,2.31,1165.0
1273,Asus,Other,Notebook,15.6,HD,Other,4,HDD,Integrated,Windows 10,2.0,339.0
1047,HP,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 7,1.95,1195.0
192,Acer,Other,Ultrabook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.12,989.0
1024,Dell,Inspiron 7567,Gaming,15.6,Full HD,i5,8,Other,Dedicated,Windows 10,2.65,949.0
